,Training Loss,Validation Loss,Micro F1,Macro F1,Class F1,epochs_since_improvement,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,best_epoch/Training Loss,best_epoch/Validation Loss,best_epoch/Micro F1,best_epoch/Macro F1,best_epoch/Class F1,config/num_epochs,config/batch_size,config/train_paths,config/val_paths,config/transforms/mean,config/transforms/std,config/lr,config/weight_decay,config/optimizer,config/Model,config/parameters/num_convs,config/parameters/num_layers,config/parameters/hidden_size,config/device,config/seed
0,2.9651442724790926,0.48096290546486237,0.8875592350959778,0.8815787434577942,"[0.9127562642097473, 0.9069492816925049, 0.8985331654548645, 0.8519120812416077, 0.8377426266670227]",0,1748532307,checkpoint_000000,True,False,1,d5b9ad8b,2025-05-29_17-25-07,335.9288082122803,335.9288082122803,1511878,birget.uib.no,129.177.13.75,335.9288082122803,1,2.9651442724790926,0.48096290546486237,0.8875592350959778,0.8815787434577942,"[0.9127562642097473, 0.9069492816925049, 0.8985331654548645, 0.8519120812416077, 0.8377426266670227]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
1,2.7399041715718293,0.46807989385700965,0.895228922367096,0.892359733581543,"[0.9136114716529846, 0.9133096933364868, 0.9054030776023865, 0.855728805065155, 0.8737455606460571]",0,1748532574,checkpoint_000001,True,False,2,d5b9ad8b,2025-05-29_17-29-34,267.1651394367218,603.0939476490021,1511878,birget.uib.no,129.177.13.75,603.0939476490021,2,2.7399041715718293,0.46807989385700965,0.895228922367096,0.892359733581543,"[0.9136114716529846, 0.9133096933364868, 0.9054030776023865, 0.855728805065155, 0.8737455606460571]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
2,2.6906175253046904,0.47152299797812175,0.895971953868866,0.8915126919746399,"[0.9171489477157593, 0.9135023951530457, 0.9002087712287903, 0.8614805936813354, 0.8652227520942688]",1,1748532842,checkpoint_000002,True,False,3,d5b9ad8b,2025-05-29_17-34-02,268.0036828517914,871.0976305007935,1511878,birget.uib.no,129.177.13.75,871.0976305007935,3,2.6906175253046904,0.47152299797812175,0.895971953868866,0.8915126919746399,"[0.9171489477157593, 0.9135023951530457, 0.9002087712287903, 0.8614805936813354, 0.8652227520942688]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
3,2.664173348550262,0.46331958723006633,0.9006697535514832,0.8978726267814636,"[0.9210430383682251, 0.9144760370254517, 0.9057153463363647, 0.8666941523551941, 0.8814345598220825]",0,1748533110,checkpoint_000003,True,False,4,d5b9ad8b,2025-05-29_17-38-30,267.75484013557434,1138.8524706363678,1511878,birget.uib.no,129.177.13.75,1138.8524706363678,4,2.664173348550262,0.46331958723006633,0.9006697535514832,0.8978726267814636,"[0.9210430383682251, 0.9144760370254517, 0.9057153463363647, 0.8666941523551941, 0.8814345598220825]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
4,2.6440978655216725,0.46359918815220974,0.8975976705551147,0.8956300020217896,"[0.9072847962379456, 0.9127289652824402, 0.9157372117042542, 0.8672999739646912, 0.8750991225242615]",1,1748533377,,,False,5,d5b9ad8b,2025-05-29_17-42-57,267.0279927253723,1405.88046336174,1511878,birget.uib.no,129.177.13.75,1405.88046336174,5,2.664173348550262,0.46331958723006633,0.9006697535514832,0.8978726267814636,"[0.9210430383682251, 0.9144760370254517, 0.9057153463363647, 0.8666941523551941, 0.8814345598220825]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
5,2.6312667716650298,0.45859104371810144,0.9007627367973328,0.89960116147995,"[0.9169847369194031, 0.9152293801307678, 0.915536642074585, 0.8651978373527527, 0.8850575685501099]",0,1748533645,checkpoint_000004,True,False,6,d5b9ad8b,2025-05-29_17-47-25,268.3074402809143,1674.1879036426544,1511878,birget.uib.no,129.177.13.75,1674.1879036426544,6,2.6312667716650298,0.45859104371810144,0.9007627367973328,0.89960116147995,"[0.9169847369194031, 0.9152293801307678, 0.915536642074585, 0.8651978373527527, 0.8850575685501099]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
6,2.6212831185197114,0.4888419897827375,0.8959786891937256,0.8933075070381165,"[0.907607913017273, 0.9108626842498779, 0.9090560674667358, 0.8673250675201416, 0.8716857433319092]",1,1748533915,,,False,7,d5b9ad8b,2025-05-29_17-51-55,270.1926214694977,1944.380525112152,1511878,birget.uib.no,129.177.13.75,1944.380525112152,7,2.6312667716650298,0.45859104371810144,0.9007627367973328,0.89960116147995,"[0.9169847369194031, 0.9152293801307678, 0.915536642074585, 0.8651978373527527, 0.8850575685501099]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
7,2.612423521284993,0.4786774785635699,0.8956132531166077,0.8966356515884399,"[0.9208583235740662, 0.9145849943161011, 0.9137965440750122, 0.8386004567146301, 0.8953379392623901]",2,1748534184,,,False,8,d5b9ad8b,2025-05-29_17-56-24,268.9071755409241,2213.287700653076,1511878,birget.uib.no,129.177.13.75,2213.287700653076,8,2.6312667716650298,0.45859104371810144,0.9007627367973328,0.89960116147995,"[0.9169847369194031, 0.9152293801307678, 0.915536642074585, 0.8651978373527527, 0.8850575685501099]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
8,2.606262226883784,0.49224032473194507,0.8931974172592163,0.8935699462890625,"[0.9046830534934998, 0.9111155867576599, 0.9113525152206421, 0.8522863388061523, 0.8884121775627136]",3,1748534455,,,False,9,d5b9ad8b,2025-05-29_18-00-55,270.77419352531433,2484.0618941783905,1511878,birget.uib.no,129.177.13.75,2484.0618941783905,9,2.6312667716650298,0.45859104371810144,0.9007627367973328,0.89960116147995,"[0.9169847369194031, 0.9152293801307678, 0.915536642074585, 0.8651978373527527, 0.8850575685501099]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
9,2.6005283405955795,0.46590367498631935,0.8986170291900635,0.8973020315170288,"[0.9011849164962769, 0.9139946103096008, 0.9112570285797119, 0.8725520372390747, 0.8875215649604797]",4,1748534724,,,False,10,d5b9ad8b,2025-05-29_18-05-24,268.7474238872528,2752.8093180656433,1511878,birget.uib.no,129.177.13.75,2752.8093180656433,10,2.6312667716650298,0.45859104371810144,0.9007627367973328,0.89960116147995,"[0.9169847369194031, 0.9152293801307678, 0.915536642074585, 0.8651978373527527, 0.8850575685501099]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.002328157163355127,0.008424901586980596,<class 'torch.optim.adamw.AdamW'>,<class 'models.CNN'>,3,1,72,cuda:0,1748442777
