,Training Loss,Validation Loss,Micro F1,Macro F1,Class F1,epochs_since_improvement,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,best_epoch/Training Loss,best_epoch/Validation Loss,best_epoch/Micro F1,best_epoch/Macro F1,best_epoch/Class F1,config/num_epochs,config/batch_size,config/train_path,config/val_path,config/transforms/mean,config/transforms/std,config/lr,config/weight_decay,config/optimizer,config/Model,config/parameters/num_layers,config/parameters/hidden_size,config/parameters/use_gru,config/device,config/seed
0,3.4814703290700533,0.2785682893208875,0.794288158416748,0.6865702867507935,"[0.8894092440605164, 0.8286437392234802, 0.43051350116729736, 0.8296493291854858, 0.45463553071022034]",0,1746547849,checkpoint_000000,True,False,1,25f2a1b3,2025-05-06_18-10-49,227.30960178375244,227.30960178375244,2926614,birget.uib.no,129.177.13.75,227.30960178375244,1,3.4814703290700533,0.2785682893208875,0.794288158416748,0.6865702867507935,"[0.8894092440605164, 0.8286437392234802, 0.43051350116729736, 0.8296493291854858, 0.45463553071022034]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
1,2.703197878816426,0.2520476518241504,0.8154672384262085,0.7095874547958374,"[0.8956637382507324, 0.8487547039985657, 0.4237993657588959, 0.842593789100647, 0.5371261239051819]",0,1746548054,checkpoint_000001,True,False,2,25f2a1b3,2025-05-06_18-14-14,204.8706865310669,432.18028831481934,2926614,birget.uib.no,129.177.13.75,432.18028831481934,2,2.703197878816426,0.2520476518241504,0.8154672384262085,0.7095874547958374,"[0.8956637382507324, 0.8487547039985657, 0.4237993657588959, 0.842593789100647, 0.5371261239051819]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
2,2.343433459851708,0.24462068365275405,0.8152902126312256,0.699766993522644,"[0.9073378443717957, 0.8654635548591614, 0.3020652234554291, 0.8545866012573242, 0.5693817734718323]",0,1746548258,,,False,3,25f2a1b3,2025-05-06_18-17-38,204.11054587364197,636.2908341884613,2926614,birget.uib.no,129.177.13.75,636.2908341884613,3,2.703197878816426,0.2520476518241504,0.8154672384262085,0.7095874547958374,"[0.8956637382507324, 0.8487547039985657, 0.4237993657588959, 0.842593789100647, 0.5371261239051819]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
3,2.1103318117310996,0.20513514480518022,0.838970959186554,0.740476667881012,"[0.9167419672012329, 0.8810015916824341, 0.4394987225532532, 0.8530933856964111, 0.6120476722717285]",0,1746548462,checkpoint_000002,True,False,4,25f2a1b3,2025-05-06_18-21-02,203.48315048217773,839.773984670639,2926614,birget.uib.no,129.177.13.75,839.773984670639,4,2.1103318117310996,0.20513514480518022,0.838970959186554,0.740476667881012,"[0.9167419672012329, 0.8810015916824341, 0.4394987225532532, 0.8530933856964111, 0.6120476722717285]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
4,1.9557334194092668,0.1993642303779835,0.8400424718856812,0.7305132150650024,"[0.9146990776062012, 0.8729689717292786, 0.3736433982849121, 0.8711223602294922, 0.620132327079773]",0,1746548666,checkpoint_000003,True,False,5,25f2a1b3,2025-05-06_18-24-26,204.31543803215027,1044.0894227027893,2926614,birget.uib.no,129.177.13.75,1044.0894227027893,5,1.9557334194092668,0.1993642303779835,0.8400424718856812,0.7305132150650024,"[0.9146990776062012, 0.8729689717292786, 0.3736433982849121, 0.8711223602294922, 0.620132327079773]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
5,1.833598674382725,0.21459745928531385,0.8334605693817139,0.7478882670402527,"[0.9077290892601013, 0.8766831159591675, 0.47117510437965393, 0.8362003564834595, 0.6476537585258484]",1,1746548870,,,False,6,25f2a1b3,2025-05-06_18-27-50,203.9641191959381,1248.0535418987274,2926614,birget.uib.no,129.177.13.75,1248.0535418987274,6,1.9557334194092668,0.1993642303779835,0.8400424718856812,0.7305132150650024,"[0.9146990776062012, 0.8729689717292786, 0.3736433982849121, 0.8711223602294922, 0.620132327079773]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
6,1.7335551376388114,0.1946016169003858,0.8532977104187012,0.7580654621124268,"[0.9085764288902283, 0.8872979283332825, 0.46496424078941345, 0.874125063419342, 0.6553638577461243]",0,1746549073,checkpoint_000004,True,False,7,25f2a1b3,2025-05-06_18-31-13,202.89850616455078,1450.9520480632782,2926614,birget.uib.no,129.177.13.75,1450.9520480632782,7,1.7335551376388114,0.1946016169003858,0.8532977104187012,0.7580654621124268,"[0.9085764288902283, 0.8872979283332825, 0.46496424078941345, 0.874125063419342, 0.6553638577461243]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
7,1.6627930179828698,0.1935569318651243,0.8513821363449097,0.7520796656608582,"[0.9197262525558472, 0.8738603591918945, 0.42981037497520447, 0.8732197880744934, 0.6637817621231079]",0,1746549277,,,False,8,25f2a1b3,2025-05-06_18-34-37,203.42418670654297,1654.3762347698212,2926614,birget.uib.no,129.177.13.75,1654.3762347698212,8,1.7335551376388114,0.1946016169003858,0.8532977104187012,0.7580654621124268,"[0.9085764288902283, 0.8872979283332825, 0.46496424078941345, 0.874125063419342, 0.6553638577461243]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
8,1.6056613279786993,0.1863562638750513,0.8627467155456543,0.7806500196456909,"[0.9091834425926208, 0.8804410696029663, 0.5832058191299438, 0.8809934258460999, 0.6494264602661133]",0,1746549480,checkpoint_000005,True,False,9,25f2a1b3,2025-05-06_18-38-00,203.42207074165344,1857.7983055114746,2926614,birget.uib.no,129.177.13.75,1857.7983055114746,9,1.6056613279786993,0.1863562638750513,0.8627467155456543,0.7806500196456909,"[0.9091834425926208, 0.8804410696029663, 0.5832058191299438, 0.8809934258460999, 0.6494264602661133]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
9,1.5584830584125549,0.19190689750755105,0.8587743639945984,0.7619536519050598,"[0.9136771559715271, 0.8824020624160767, 0.48486924171447754, 0.8810403943061829, 0.6477793455123901]",1,1746549682,,,False,10,25f2a1b3,2025-05-06_18-41-22,201.77184796333313,2059.5701534748077,2926614,birget.uib.no,129.177.13.75,2059.5701534748077,10,1.6056613279786993,0.1863562638750513,0.8627467155456543,0.7806500196456909,"[0.9091834425926208, 0.8804410696029663, 0.5832058191299438, 0.8809934258460999, 0.6494264602661133]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.00028173098440466683,6.797754873416504e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,5,576,True,cuda:0,1746531985
