,Training Loss,Validation Loss,Micro F1,Macro F1,Class F1,epochs_since_improvement,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,best_epoch/Training Loss,best_epoch/Validation Loss,best_epoch/Micro F1,best_epoch/Macro F1,best_epoch/Class F1,config/num_epochs,config/batch_size,config/train_path,config/val_path,config/transforms/mean,config/transforms/std,config/lr,config/weight_decay,config/optimizer,config/Model,config/parameters/num_heads,config/parameters/num_layers,config/parameters/embed_dim,config/device,config/seed
0,3.7048559139723256,0.26044129608696653,0.7838597297668457,0.6686869859695435,"[0.8823109865188599, 0.8207205533981323, 0.37632858753204346, 0.7914711833000183, 0.472603976726532]",0,1745052571,checkpoint_000000,True,False,1,19cf52c0,2025-04-19_10-49-31,183.8872790336609,183.8872790336609,2162631,birget.uib.no,129.177.13.75,183.8872790336609,1,3.7048559139723256,0.26044129608696653,0.7838597297668457,0.6686869859695435,"[0.8823109865188599, 0.8207205533981323, 0.37632858753204346, 0.7914711833000183, 0.472603976726532]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
1,2.977114191901665,0.3067244471029471,0.7895676493644714,0.6823453903198242,"[0.893176257610321, 0.8207072615623474, 0.3878302574157715, 0.7954578995704651, 0.5145553350448608]",1,1745052739,checkpoint_000001,True,False,2,19cf52c0,2025-04-19_10-52-19,167.410165309906,351.2974443435669,2162631,birget.uib.no,129.177.13.75,351.2974443435669,2,2.977114191901665,0.3067244471029471,0.7895676493644714,0.6823453903198242,"[0.893176257610321, 0.8207072615623474, 0.3878302574157715, 0.7954578995704651, 0.5145553350448608]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
2,2.6933920052841236,0.2422183923821413,0.8185205459594727,0.7180720567703247,"[0.8975951671600342, 0.8200837969779968, 0.49192431569099426, 0.83733069896698, 0.5434263944625854]",0,1745052904,checkpoint_000002,True,False,3,19cf52c0,2025-04-19_10-55-04,165.09658336639404,516.3940277099609,2162631,birget.uib.no,129.177.13.75,516.3940277099609,3,2.6933920052841236,0.2422183923821413,0.8185205459594727,0.7180720567703247,"[0.8975951671600342, 0.8200837969779968, 0.49192431569099426, 0.83733069896698, 0.5434263944625854]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
3,2.5018123301386646,0.25476758335610383,0.8067074418067932,0.692137598991394,"[0.9062517285346985, 0.8429147601127625, 0.36469000577926636, 0.8396050930023193, 0.5072261095046997]",1,1745053069,,,False,4,19cf52c0,2025-04-19_10-57-49,165.50600123405457,681.9000289440155,2162631,birget.uib.no,129.177.13.75,681.9000289440155,4,2.6933920052841236,0.2422183923821413,0.8185205459594727,0.7180720567703247,"[0.8975951671600342, 0.8200837969779968, 0.49192431569099426, 0.83733069896698, 0.5434263944625854]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
4,2.3514081003548792,0.22955669303431767,0.8287172317504883,0.7328507900238037,"[0.8998209834098816, 0.8308244347572327, 0.5078270435333252, 0.850140392780304, 0.5756411552429199]",0,1745053235,checkpoint_000003,True,False,5,19cf52c0,2025-04-19_11-00-35,165.3297688961029,847.2297978401184,2162631,birget.uib.no,129.177.13.75,847.2297978401184,5,2.3514081003548792,0.22955669303431767,0.8287172317504883,0.7328507900238037,"[0.8998209834098816, 0.8308244347572327, 0.5078270435333252, 0.850140392780304, 0.5756411552429199]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
5,2.2290422153170626,0.22261310124215278,0.8233361840248108,0.7260400056838989,"[0.9092842936515808, 0.8406989574432373, 0.5025388598442078, 0.8431909084320068, 0.5344870686531067]",0,1745053399,,,False,6,19cf52c0,2025-04-19_11-03-19,164.43451189994812,1011.6643097400665,2162631,birget.uib.no,129.177.13.75,1011.6643097400665,6,2.3514081003548792,0.22955669303431767,0.8287172317504883,0.7328507900238037,"[0.8998209834098816, 0.8308244347572327, 0.5078270435333252, 0.850140392780304, 0.5756411552429199]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
6,2.1324514838292745,0.2120860349244744,0.8331097960472107,0.728131115436554,"[0.9029737710952759, 0.8622097969055176, 0.4267849028110504, 0.8601597547531128, 0.588527262210846]",0,1745053564,checkpoint_000004,True,False,7,19cf52c0,2025-04-19_11-06-04,164.52441310882568,1176.1887228488922,2162631,birget.uib.no,129.177.13.75,1176.1887228488922,7,2.1324514838292745,0.2120860349244744,0.8331097960472107,0.728131115436554,"[0.9029737710952759, 0.8622097969055176, 0.4267849028110504, 0.8601597547531128, 0.588527262210846]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
7,2.0654601113732003,0.20854999261503002,0.8351376056671143,0.7388562560081482,"[0.9180518388748169, 0.8570890426635742, 0.4879179894924164, 0.8515397906303406, 0.5796828269958496]",0,1745053728,checkpoint_000005,True,False,8,19cf52c0,2025-04-19_11-08-48,164.62072277069092,1340.8094456195831,2162631,birget.uib.no,129.177.13.75,1340.8094456195831,8,2.0654601113732003,0.20854999261503002,0.8351376056671143,0.7388562560081482,"[0.9180518388748169, 0.8570890426635742, 0.4879179894924164, 0.8515397906303406, 0.5796828269958496]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
8,2.0040378729250463,0.2054952662864714,0.8384453654289246,0.7473324537277222,"[0.9159377813339233, 0.8671607971191406, 0.525115966796875, 0.8535552024841309, 0.5748923420906067]",0,1745053892,checkpoint_000006,True,False,9,19cf52c0,2025-04-19_11-11-32,164.23059034347534,1505.0400359630585,2162631,birget.uib.no,129.177.13.75,1505.0400359630585,9,2.0040378729250463,0.2054952662864714,0.8384453654289246,0.7473324537277222,"[0.9159377813339233, 0.8671607971191406, 0.525115966796875, 0.8535552024841309, 0.5748923420906067]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
9,1.9403048787744224,0.19809888411341733,0.8449026942253113,0.7537283897399902,"[0.9164237976074219, 0.869296133518219, 0.5420660376548767, 0.8647308945655823, 0.5761250257492065]",0,1745054057,checkpoint_000007,True,False,10,19cf52c0,2025-04-19_11-14-17,164.11057257652283,1669.1506085395813,2162631,birget.uib.no,129.177.13.75,1669.1506085395813,10,1.9403048787744224,0.19809888411341733,0.8449026942253113,0.7537283897399902,"[0.9164237976074219, 0.869296133518219, 0.5420660376548767, 0.8647308945655823, 0.5761250257492065]",100,128,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_train.pt,/Home/siv32/rfo034/master-thesis/data/slakh2100_flac_redux/slakh_validation.pt,tensor([0.3864]),tensor([0.4309]),0.001007576654183614,0.00036580040472006275,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameAttention'>,6,4,288,cuda:0,1744973953
