,Training Loss,Validation Loss,Micro F1,Macro F1,Class F1,epochs_since_improvement,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,best_epoch/Training Loss,best_epoch/Validation Loss,best_epoch/Micro F1,best_epoch/Macro F1,best_epoch/Class F1,config/num_epochs,config/batch_size,config/train_paths,config/val_paths,config/transforms/mean,config/transforms/std,config/lr,config/weight_decay,config/optimizer,config/Model,config/parameters/num_layers,config/parameters/hidden_size,config/parameters/use_gru,config/device,config/seed
0,2.6762528531929592,0.42378286828674394,0.8887915015220642,0.8908601999282837,"[0.9088238477706909, 0.9074996113777161, 0.9132128953933716, 0.8317697048187256, 0.8929944634437561]",0,1748440969,checkpoint_000000,True,False,1,fca8844b,2025-05-28_16-02-49,517.3978598117828,517.3978598117828,2516646,birget.uib.no,129.177.13.75,517.3978598117828,1,2.6762528531929592,0.42378286828674394,0.8887915015220642,0.8908601999282837,"[0.9088238477706909, 0.9074996113777161, 0.9132128953933716, 0.8317697048187256, 0.8929944634437561]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
1,1.9207140452859903,0.4104620272953073,0.90388423204422,0.9039078950881958,"[0.923583447933197, 0.9210246205329895, 0.9200213551521301, 0.8558494448661804, 0.8990606665611267]",0,1748441553,checkpoint_000001,True,False,2,fca8844b,2025-05-28_16-12-34,584.2610774040222,1101.658937215805,2516646,birget.uib.no,129.177.13.75,1101.658937215805,2,1.9207140452859903,0.4104620272953073,0.90388423204422,0.9039078950881958,"[0.923583447933197, 0.9210246205329895, 0.9200213551521301, 0.8558494448661804, 0.8990606665611267]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
2,1.6795531763932605,0.43028191571395835,0.9071714282035828,0.9071971774101257,"[0.9182236194610596, 0.9228537082672119, 0.9228078126907349, 0.8690359592437744, 0.9030647277832031]",1,1748442391,checkpoint_000002,True,False,3,fca8844b,2025-05-28_16-26-31,837.4659383296967,1939.1248755455017,2516646,birget.uib.no,129.177.13.75,1939.1248755455017,3,1.6795531763932605,0.43028191571395835,0.9071714282035828,0.9071971774101257,"[0.9182236194610596, 0.9228537082672119, 0.9228078126907349, 0.8690359592437744, 0.9030647277832031]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
3,1.5460264719934471,0.4797260373907804,0.8787824511528015,0.8680611848831177,"[0.9112083911895752, 0.9225878715515137, 0.9220827221870422, 0.8143103718757629, 0.7701166272163391]",2,1748443228,,,False,4,fca8844b,2025-05-28_16-40-28,836.541398525238,2775.6662740707397,2516646,birget.uib.no,129.177.13.75,2775.6662740707397,4,1.6795531763932605,0.43028191571395835,0.9071714282035828,0.9071971774101257,"[0.9182236194610596, 0.9228537082672119, 0.9228078126907349, 0.8690359592437744, 0.9030647277832031]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
4,1.4628914695794693,0.4397909296267408,0.9098367094993591,0.9121924638748169,"[0.9177917838096619, 0.9239012598991394, 0.9292718172073364, 0.8703134655952454, 0.9196838140487671]",3,1748444072,checkpoint_000003,True,False,5,fca8844b,2025-05-28_16-54-32,844.2433941364288,3619.9096682071686,2516646,birget.uib.no,129.177.13.75,3619.9096682071686,5,1.4628914695794693,0.4397909296267408,0.9098367094993591,0.9121924638748169,"[0.9177917838096619, 0.9239012598991394, 0.9292718172073364, 0.8703134655952454, 0.9196838140487671]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
5,1.3996421102002181,0.46753173935628983,0.9130812287330627,0.9148696660995483,"[0.9184513092041016, 0.9266194105148315, 0.9334254860877991, 0.8779107332229614, 0.9179414510726929]",4,1748444905,checkpoint_000004,True,False,6,fca8844b,2025-05-28_17-08-25,832.88809633255,4452.797764539719,2516646,birget.uib.no,129.177.13.75,4452.797764539719,6,1.3996421102002181,0.46753173935628983,0.9130812287330627,0.9148696660995483,"[0.9184513092041016, 0.9266194105148315, 0.9334254860877991, 0.8779107332229614, 0.9179414510726929]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
6,1.3596411456060673,0.4819973998291548,0.9113171100616455,0.9134764671325684,"[0.9201140999794006, 0.9240323901176453, 0.9309195280075073, 0.8735504746437073, 0.9187659025192261]",5,1748445692,,,False,7,fca8844b,2025-05-28_17-21-32,787.6000776290894,5240.397842168808,2516646,birget.uib.no,129.177.13.75,5240.397842168808,7,1.3996421102002181,0.46753173935628983,0.9130812287330627,0.9148696660995483,"[0.9184513092041016, 0.9266194105148315, 0.9334254860877991, 0.8779107332229614, 0.9179414510726929]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
7,1.3238260620394935,0.48210202523288187,0.9126879572868347,0.9145288467407227,"[0.9186479449272156, 0.926387369632721, 0.9320030212402344, 0.8764537572860718, 0.9191520810127258]",6,1748446525,,,False,8,fca8844b,2025-05-28_17-35-25,832.1737248897552,6072.571567058563,2516646,birget.uib.no,129.177.13.75,6072.571567058563,8,1.3996421102002181,0.46753173935628983,0.9130812287330627,0.9148696660995483,"[0.9184513092041016, 0.9266194105148315, 0.9334254860877991, 0.8779107332229614, 0.9179414510726929]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
8,1.2443066325447365,0.5086828989267965,0.919086754322052,0.9212204217910767,"[0.9245021343231201, 0.9312159419059753, 0.9390954375267029, 0.885199248790741, 0.9260891675949097]",7,1748447356,checkpoint_000005,True,False,9,fca8844b,2025-05-28_17-49-16,831.5203559398651,6904.091922998428,2516646,birget.uib.no,129.177.13.75,6904.091922998428,9,1.2443066325447365,0.5086828989267965,0.919086754322052,0.9212204217910767,"[0.9245021343231201, 0.9312159419059753, 0.9390954375267029, 0.885199248790741, 0.9260891675949097]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
9,1.2213889065932926,0.520752419411982,0.920580267906189,0.9227999448776245,"[0.9268314838409424, 0.9325270652770996, 0.939773678779602, 0.8859108090400696, 0.9289567470550537]",8,1748448189,checkpoint_000006,True,False,10,fca8844b,2025-05-28_18-03-09,832.5983350276947,7736.690258026123,2516646,birget.uib.no,129.177.13.75,7736.690258026123,10,1.2213889065932926,0.520752419411982,0.920580267906189,0.9227999448776245,"[0.9268314838409424, 0.9325270652770996, 0.939773678779602, 0.8859108090400696, 0.9289567470550537]",100,128,['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt'],['/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt'],tensor([0.0720]),tensor([0.1629]),0.00039488026887310506,7.79260480476059e-05,<class 'torch.optim.adamw.AdamW'>,<class 'models.RNN'>,5,288,True,cuda:0,1748440070
