,Training Loss,Validation Loss,Micro F1,Macro F1,Class F1,epochs_since_improvement,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,best_epoch/Training Loss,best_epoch/Validation Loss,best_epoch/Micro F1,best_epoch/Macro F1,best_epoch/Class F1,config/num_epochs,config/batch_size,config/train_path,config/val_path,config/transforms/mean,config/transforms/std,config/lr,config/weight_decay,config/amsgrad,config/optimizer,config/Model,config/parameters/num_layers,config/parameters/hidden_size,config/parameters/use_gru,config/device,config/seed
0,2.269966326506945,0.400445268366688,0.9080241918563843,0.9094745516777039,"[0.9118910431861877, 0.92465740442276, 0.9138875007629395, 0.8725448250770569, 0.9243921041488647]",0,1744351138,checkpoint_000000,True,False,1,6e0807b5,2025-04-11_07-58-58,494.034743309021,494.034743309021,2383699,birget.uib.no,129.177.13.75,494.034743309021,1,2.269966326506945,0.400445268366688,0.9080241918563843,0.9094745516777039,"[0.9118910431861877, 0.92465740442276, 0.9138875007629395, 0.8725448250770569, 0.9243921041488647]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
1,1.744364608246789,0.41174913885057435,0.9140576720237732,0.9147313237190247,"[0.9143256545066833, 0.9247764348983765, 0.9196318984031677, 0.8934885263442993, 0.9214342832565308]",1,1744351567,checkpoint_000001,True,False,2,6e0807b5,2025-04-11_08-06-07,428.91956663131714,922.9543099403381,2383699,birget.uib.no,129.177.13.75,922.9543099403381,2,1.744364608246789,0.41174913885057435,0.9140576720237732,0.9147313237190247,"[0.9143256545066833, 0.9247764348983765, 0.9196318984031677, 0.8934885263442993, 0.9214342832565308]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
2,1.577269657258453,0.43095177581451966,0.915134072303772,0.9165294766426086,"[0.9126764535903931, 0.9280645251274109, 0.9244381189346313, 0.890700101852417, 0.92676842212677]",2,1744352018,checkpoint_000002,True,False,3,6e0807b5,2025-04-11_08-13-38,450.9176273345947,1373.8719372749329,2383699,birget.uib.no,129.177.13.75,1373.8719372749329,3,1.577269657258453,0.43095177581451966,0.915134072303772,0.9165294766426086,"[0.9126764535903931, 0.9280645251274109, 0.9244381189346313, 0.890700101852417, 0.92676842212677]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
3,1.49199664893824,0.44405822005382806,0.9151750206947327,0.9173487424850464,"[0.9127084016799927, 0.9259737133979797, 0.9282915592193604, 0.8920131921768188, 0.927757203578949]",3,1744352507,checkpoint_000003,True,False,4,6e0807b5,2025-04-11_08-21-47,488.8475546836853,1862.7194919586182,2383699,birget.uib.no,129.177.13.75,1862.7194919586182,4,1.49199664893824,0.44405822005382806,0.9151750206947327,0.9173487424850464,"[0.9127084016799927, 0.9259737133979797, 0.9282915592193604, 0.8920131921768188, 0.927757203578949]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
4,1.4275032718443175,0.4508832941837705,0.9145159721374512,0.9149953722953796,"[0.9132474064826965, 0.9255079627037048, 0.9259358048439026, 0.8943285942077637, 0.9159573912620544]",4,1744353001,,,False,5,6e0807b5,2025-04-11_08-30-01,494.39898443222046,2357.1184763908386,2383699,birget.uib.no,129.177.13.75,2357.1184763908386,5,1.49199664893824,0.44405822005382806,0.9151750206947327,0.9173487424850464,"[0.9127084016799927, 0.9259737133979797, 0.9282915592193604, 0.8920131921768188, 0.927757203578949]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
5,1.3353606589026779,0.4601178837685006,0.9246334433555603,0.9259693026542664,"[0.9264953136444092, 0.932894229888916, 0.9330483078956604, 0.9041600227355957, 0.9332485198974609]",5,1744353492,checkpoint_000004,True,False,6,6e0807b5,2025-04-11_08-38-12,490.8786451816559,2847.9971215724945,2383699,birget.uib.no,129.177.13.75,2847.9971215724945,6,1.3353606589026779,0.4601178837685006,0.9246334433555603,0.9259693026542664,"[0.9264953136444092, 0.932894229888916, 0.9330483078956604, 0.9041600227355957, 0.9332485198974609]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
6,1.305403103250731,0.47616097084619585,0.9246410131454468,0.9258462190628052,"[0.9277763962745667, 0.932878315448761, 0.9323471188545227, 0.9036048650741577, 0.9326241612434387]",6,1744353995,checkpoint_000005,True,False,7,6e0807b5,2025-04-11_08-46-35,502.70556688308716,3350.7026884555817,2383699,birget.uib.no,129.177.13.75,3350.7026884555817,7,1.305403103250731,0.47616097084619585,0.9246410131454468,0.9258462190628052,"[0.9277763962745667, 0.932878315448761, 0.9323471188545227, 0.9036048650741577, 0.9326241612434387]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
7,1.2889854641250484,0.47636833432724923,0.924385130405426,0.9258209466934204,"[0.928036093711853, 0.9317282438278198, 0.9318485260009766, 0.9036285877227783, 0.9338633418083191]",7,1744354462,,,False,8,6e0807b5,2025-04-11_08-54-22,466.44146728515625,3817.144155740738,2383699,birget.uib.no,129.177.13.75,3817.144155740738,8,1.305403103250731,0.47616097084619585,0.9246410131454468,0.9258462190628052,"[0.9277763962745667, 0.932878315448761, 0.9323471188545227, 0.9036048650741577, 0.9326241612434387]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
8,1.275712995380516,0.48134339302393203,0.9245786666870117,0.9259050488471985,"[0.9280784726142883, 0.9326709508895874, 0.9298610091209412, 0.9034672975540161, 0.9354472756385803]",8,1744354890,,,False,9,6e0807b5,2025-04-11_09-01-30,428.31072759628296,4245.454883337021,2383699,birget.uib.no,129.177.13.75,4245.454883337021,9,1.305403103250731,0.47616097084619585,0.9246410131454468,0.9258462190628052,"[0.9277763962745667, 0.932878315448761, 0.9323471188545227, 0.9036048650741577, 0.9326241612434387]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
9,1.2598714405095943,0.48308563640567376,0.9251269102096558,0.9266325235366821,"[0.928537130355835, 0.932589054107666, 0.9318263530731201, 0.9043240547180176, 0.935886025428772]",9,1744355370,checkpoint_000006,True,False,10,6e0807b5,2025-04-11_09-09-31,480.86709785461426,4726.321981191635,2383699,birget.uib.no,129.177.13.75,4726.321981191635,10,1.2598714405095943,0.48308563640567376,0.9251269102096558,0.9266325235366821,"[0.928537130355835, 0.932589054107666, 0.9318263530731201, 0.9043240547180176, 0.935886025428772]",100,128,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_train.pt,/Home/siv32/rfo034/master-thesis/data/e-gmd-v1.0.0/egmd_validation.pt,tensor([0.0720]),tensor([0.1545]),0.0009626788686741929,0.007346184165936114,True,<class 'torch.optim.adamw.AdamW'>,<class 'models.ADTOF_FrameRNN'>,3,288,True,cuda:0,1744278557
